region_id,patient_id,n_cells,frac__tumor,frac__t_cell,frac__cd8,frac__cd4,frac__b_cell,frac__macrophage,frac__apc,frac__granulocyte,frac__vessel,frac__stroma,frac__immune,tumor_high_score,cd8_high_score,immune_exclusion_score,t_tumor_mixing_score,cd8_tumor_contact_score,macrophage_tumor_niche_score,granulocyte_tumor_niche_score,apc_t_contact_score,tls_like_score,interface_immune_score,vessel_immune_score,tumor_stroma_mixing_score,cd8_clustering_score,tumor_high_score_used,tumor_high_label,cd8_high_score_used,cd8_high_label,immune_exclusion_score_used,immune_exclusion_label,t_tumor_mixing_score_used,t_tumor_mixing_label,cd8_tumor_contact_score_used,cd8_tumor_contact_label,macrophage_tumor_niche_score_used,macrophage_tumor_niche_label,granulocyte_tumor_niche_score_used,granulocyte_tumor_niche_label,apc_t_contact_score_used,apc_t_contact_label,tls_like_score_used,tls_like_label,interface_immune_score_used,interface_immune_label,vessel_immune_score_used,vessel_immune_label,tumor_stroma_mixing_score_used,tumor_stroma_mixing_label,cd8_clustering_score_used,cd8_clustering_label
Charville_c001_v001_r001_reg002,68221.0,2537.0,0.5849428458809618,0.11785573512022074,0.07213243988963343,0.04572329523058731,0.007489160425699646,0.07883326763894363,0.08986992510839574,0.015372487189594008,0.04296413086322428,0.1257390618841151,0.21955065037445803,0.5849428458809618,0.07213243988963343,0.1693989071038251,0.4361492058900276,0.5617220795766236,0.3582668114657316,0.7055409723867224,0.15168667926781682,0.0,0.6032315978456014,0.06846037857715431,0.04448860594103189,0.0970193268969811,0.5849428458809618,1.0,0.07213243988963343,1.0,0.1102941197223073,1.0,0.001637880506738798,,0.05606627206808967,1.0,-0.06217005916210333,0.0,0.13309641855709797,1.0,0.004498066107735704,1.0,-0.01818609534941193,,0.2060291860426149,1.0,0.013277690928205924,1.0,-0.039999589247034215,0.0,-0.005165873201979768,
Charville_c001_v001_r001_reg003,68221.0,2247.0,0.6853582554517134,0.08811748998664887,0.07209612817089453,0.01602136181575434,0.036048064085447265,0.07076101468624833,0.08589230084557187,0.040943480195816645,0.017801513128615932,0.03115264797507788,0.2358700489541611,0.6853582554517134,0.07209612817089453,0.0,0.588386272451536,0.5973734692498958,0.5991954780208023,0.6847804717248928,0.11791994761911162,0.0,0.2188679245283019,0.02831207868168075,0.02797992192306235,0.09713363079605805,0.6853582554517134,1.0,0.07209612817089453,1.0,-0.02740763803644064,,0.07381710562396016,1.0,-0.006980846755129666,,0.10751615141333282,1.0,0.04294927568791562,1.0,0.0031088833780994196,,-0.03557976498762677,0.0,-0.1312804577674372,0.0,0.0024553607487233717,,0.009957182793276686,1.0,-0.005010568944153804,
Charville_c001_v001_r001_reg008,68238.0,3000.0,0.21866666666666668,0.219,0.05366666666666667,0.16533333333333333,0.17033333333333334,0.11766666666666667,0.12366666666666666,0.10866666666666666,0.066,0.09233333333333334,0.6156666666666667,0.21866666666666668,0.05366666666666667,0.012422360248447228,0.1819501018610404,0.17351067025818476,0.20564409127105618,0.2170907588252546,0.21264187893427364,0.6663333333333333,0.2333513806172171,0.05927597457262863,0.08404695267414529,0.06614724370813019,0.21866666666666668,0.0,0.05366666666666667,1.0,-0.1832236008007586,0.0,0.041067647493589765,,0.0453525546623226,,0.044746342503102665,1.0,0.013404999977941923,,-0.04102217187269799,0.0,0.3843764956289547,1.0,-0.2140042024678922,0.0,-0.0013978996189803125,,0.018141954716789574,1.0,-0.015187846481036688,0.0
Charville_c001_v001_r001_reg014,68235.0,2152.0,0.5288104089219331,0.08968401486988847,0.05297397769516728,0.03671003717472119,0.07063197026022305,0.10687732342007435,0.11988847583643122,0.01486988847583643,0.017657992565055763,0.15566914498141263,0.2820631970260223,0.5288104089219331,0.05297397769516728,0.13157894736842102,0.2791016858528758,0.3316854525461412,0.31359779840993146,0.5519735932755141,0.15453786363847932,0.03717472118959108,0.342668863261944,0.021536520135084978,0.09528827846624456,0.10706582398418539,0.5288104089219331,1.0,0.05297397769516728,1.0,0.03317994208725694,1.0,-0.1008222057034126,0.0,-0.10076781324418788,0.0,-0.0678302372506806,0.0,0.026866538356575265,,0.044098197062020617,1.0,-0.0423156655446369,0.0,-0.06173780333683854,,-0.0017578321835442223,,-0.010528191291952677,0.0,0.026512864118762622,1.0
Charville_c001_v001_r001_reg015,68235.0,1888.0,0.3935381355932203,0.11758474576271187,0.05402542372881356,0.0635593220338983,0.10222457627118645,0.1440677966101695,0.14989406779661016,0.00423728813559322,0.0715042372881356,0.1594279661016949,0.368114406779661,0.3935381355932203,0.05402542372881356,0.21568627450980393,0.2198166392241674,0.26234025363478797,0.24980425276730897,0.5891130134703583,0.164854818938107,0.11228813559322035,0.43597122302158275,0.07384993231753956,0.07360827392685572,0.08283321638935877,0.3935381355932203,0.0,0.05402542372881356,1.0,0.07571500592920558,1.0,-0.04958935301935008,0.0,-0.038096094988431806,0.0,-0.03656356815555892,0.0,0.1722426593511075,1.0,0.028763862708461596,1.0,-0.023408219301638333,0.0,-0.003019213966950818,,-0.005914844794332547,0.0,-0.03644775089082694,0.0,0.0010930457258268161,
Charville_c001_v001_r001_reg016,68234.0,2078.0,0.4393647738209817,0.1717998075072185,0.09191530317613089,0.07988450433108758,0.002406159769008662,0.1217516843118383,0.1246390760346487,0.005774783445620789,0.04331087584215592,0.19923002887391722,0.30173243503368624,0.4393647738209817,0.09191530317613089,0.5026178010471204,0.23204893505521657,0.224617895834509,0.27440634063120395,0.5138722236559209,0.224488210089684,0.0,0.518341307814992,0.05090548180546603,0.1037267167171908,0.14037864883818232,0.4393647738209817,0.0,0.09191530317613089,1.0,0.4197556226628246,1.0,-0.08877579351908682,0.0,-0.1564972117893205,0.0,-0.043828452449414745,0.0,0.05905423446935515,1.0,0.02352383912574063,1.0,-0.04466981099535247,0.0,0.08114079467430896,1.0,-0.0003999385765769692,,-0.033225721755550275,0.0,0.015856183525713594,1.0
Charville_c001_v001_r001_reg029,68239.0,2415.0,0.5846790890269151,0.11594202898550725,0.033126293995859216,0.08281573498964803,0.051759834368530024,0.07287784679089027,0.0761904761904762,0.019461697722567287,0.035196687370600416,0.09026915113871635,0.2600414078674948,0.5846790890269151,0.033126293995859216,0.42500000000000004,0.22901484668684532,0.40920645813431056,0.17717610538563291,0.7198548265788407,0.2390511510199917,0.034782608695652174,0.5700636942675159,0.05943403537355348,0.02950000169120922,0.045616946029697805,0.5846790890269151,1.0,0.033126293995859216,1.0,0.3219312852640488,1.0,-0.20484888700525447,0.0,-0.059520531070076266,0.0,-0.2428664226565508,0.0,0.15016929834912118,1.0,0.09153170540584521,1.0,-0.037230517233145376,0.0,0.18354458947547575,1.0,0.01514591918617108,1.0,-0.030525282806024207,0.0,-0.012525558471164093,0.0
Charville_c001_v001_r001_reg030,68239.0,2325.0,0.4696774193548387,0.1389247311827957,0.05548387096774193,0.08344086021505376,0.02021505376344086,0.07956989247311828,0.08602150537634409,0.017204301075268817,0.0778494623655914,0.17548387096774193,0.25591397849462366,0.4696774193548387,0.05548387096774193,0.09302325581395354,0.38537693896809333,0.48900644868979243,0.2972589073785562,0.46860005205496436,0.16879975805304995,0.010752688172043012,0.5142857142857142,0.0978662062437908,0.06729686126229949,0.08538818790888396,0.4696774193548387,0.0,0.05548387096774193,1.0,-0.021242194011725446,,0.045631783754212396,1.0,0.11233568191970028,1.0,-0.04110403765812315,0.0,-0.004863605572412333,,-0.0025268016951807415,,-0.03605056705593933,0.0,0.07776014502382961,1.0,0.005090842609531965,1.0,-0.052907130650423004,0.0,0.002001252451800259,
Charville_c001_v001_r001_reg031,68265.0,3039.0,0.6581112207963146,0.05363606449489964,0.017769002961500493,0.03586706153339914,0.10102007239223429,0.057913787430075685,0.0924646265218822,0.03882856202698256,0.017769002961500493,0.0315893385982231,0.25139848634419215,0.6581112207963146,0.017769002961500493,0.09259259259259256,0.39806659934798994,0.4716120453432571,0.4609675527850862,0.6607410952494809,0.09647189790809452,0.0947680157946693,0.28534031413612565,0.029280014650269276,0.02243550390814603,0.04455407457641526,0.6581112207963146,1.0,0.017769002961500493,0.0,-0.0045430677065180225,,-0.08543734031073674,0.0,-0.05487918561196653,0.0,-0.010859258909050484,,0.040727907230732385,1.0,0.02121417574396378,1.0,-0.0005519215646031111,,-0.07225511506668658,0.0,0.004266860188797704,1.0,0.003779837948798156,,0.003751824508269122,1.0
Charville_c001_v001_r001_reg033,68264.0,2723.0,0.46603011384502385,0.14689680499449137,0.05765699596033786,0.0892398090341535,0.062063900110172605,0.07822254865956665,0.2104296731546089,0.01395519647447668,0.027543150936467132,0.0697759823723834,0.30113845023870733,0.46603011384502385,0.05765699596033786,0.0573248407643312,0.3233043000213368,0.3720108105136816,0.32488787273001385,0.5042942084759483,0.15401998722732768,0.11311053984575835,0.3280487804878049,0.03776671799063416,0.04800372730117272,0.076177835057872,0.46603011384502385,0.0,0.05765699596033786,1.0,-0.05564871171205238,,-0.015046112968071235,,-0.0031167162791981284,,-0.010830513074166992,,0.03191233371769814,1.0,-0.003801589737397748,,0.0094780428893554,,-0.09797029920699579,0.0,0.004275756661487766,1.0,0.0006695860784075303,,-0.009662823533155063,
Charville_c001_v001_r001_reg034,68264.0,2648.0,0.4637462235649547,0.1487915407854985,0.054003021148036255,0.09478851963746224,0.05626888217522659,0.08119335347432025,0.19108761329305135,0.00906344410876133,0.0377643504531722,0.09101208459214502,0.29531722054380666,0.4637462235649547,0.054003021148036255,0.05594405594405594,0.27906394201386775,0.33519895634252306,0.31058176704860274,0.3655128097007438,0.1655645606005396,0.118202416918429,0.34654731457800514,0.049300885709708996,0.06327202474325756,0.06796528551006613,0.4637462235649547,0.0,0.054003021148036255,1.0,-0.06186195396439503,,-0.05773309411085853,0.0,-0.0342478703397342,0.0,-0.023612884474545626,,-0.10796301249286472,0.0,0.002155592423434105,,0.020616183001348237,1.0,-0.08199505202808816,0.0,0.003939516328577183,1.0,0.0012620280335956663,,-0.013749589907724971,0.0
Charville_c001_v001_r001_reg035,68263.0,2136.0,0.27902621722846443,0.21863295880149813,0.09410112359550561,0.12453183520599251,0.039794007490636704,0.15589887640449437,0.1647940074906367,0.02200374531835206,0.05805243445692884,0.08707865168539326,0.4363295880149813,0.27902621722846443,0.09410112359550561,0.03482587064676612,0.20480208190034482,0.2083799169109165,0.30221129071390906,0.2302088507442178,0.18541857865711825,0.06647940074906367,0.3143776824034335,0.06273427561264565,0.07060294955091195,0.11975389543575274,0.27902621722846443,0.0,0.09410112359550561,1.0,-0.09625506449085836,0.0,0.011952942565731317,,-0.017138471502325725,,0.09699604700767603,1.0,-0.07844145933396388,0.0,-0.06043975559318687,0.0,-0.05310565195619457,0.0,-0.15512326709528396,0.0,0.0017378185570878918,,0.009057307350198975,,-0.007236627695727443,
Charville_c001_v001_r001_reg036,68263.0,2199.0,0.3419736243747158,0.142337426102774,0.05820827648931332,0.08412914961346066,0.05547976352887676,0.17326057298772168,0.17507958162801274,0.02819463392451114,0.07139608913142337,0.11141427921782629,0.3992723965438836,0.3419736243747158,0.05820827648931332,0.015625,0.21383236953302742,0.22909015125186943,0.2803177496076375,0.22451752553635088,0.17550632931012689,0.040927694406548434,0.3143507972665148,0.06938781219518439,0.09329164121341652,0.09852808681069239,0.3419736243747158,0.0,0.05820827648931332,1.0,-0.13593854531130167,0.0,-0.01654469750496468,,-0.024578084697236602,,0.02966536574796208,,-0.13372881126543198,0.0,0.016400309405807834,1.0,-0.05175429416121567,0.0,-0.13826094019821134,0.0,-0.008635774161154006,0.0,0.01572631771110422,1.0,0.012064965272596762,1.0
Charville_c001_v001_r001_reg044,68260.0,1890.0,0.2624338624338624,0.13703703703703704,0.07566137566137567,0.061375661375661375,0.08306878306878307,0.1164021164021164,0.18677248677248678,0.09417989417989418,0.03333333333333333,0.1962962962962963,0.4306878306878307,0.2624338624338624,0.07566137566137567,0.2447552447552448,0.19389661035356043,0.24457937763372553,0.1788076382014694,0.19460295845671657,0.13983837750547637,0.17354497354497356,0.7113022113022113,0.03521537736233857,0.09634160498735762,0.09094586503769227,0.2624338624338624,0.0,0.07566137566137567,1.0,0.08768593610186548,1.0,0.03326937378903688,,0.052710403062062566,1.0,-0.013220085172172491,,-0.055216579344680716,0.0,-0.011266207722223559,0.0,0.04981604383927221,1.0,0.23324095557309144,1.0,0.0019019572548834504,,-0.04074121761628764,0.0,-0.015223933908931037,0.0
Charville_c001_v001_r001_reg047,68258.0,2647.0,0.41140914242538723,0.09633547412164714,0.04117869285984133,0.055156781261805815,0.14469210426898377,0.1314695882130714,0.14544767661503588,0.02455610124669437,0.02871174914998111,0.14506989044200982,0.3970532678503967,0.41140914242538723,0.04117869285984133,0.03669724770642202,0.2802452401845377,0.3172020049201938,0.29957229293965015,0.47234438818121594,0.1302759352123386,0.24064979221760482,0.43101807802093245,0.03299454651726101,0.11141136126680469,0.07818497790708058,0.41140914242538723,0.0,0.04117869285984133,1.0,-0.1120777121587391,0.0,9.462171580210121e-05,,0.011271279414396429,,0.0009123766148343426,,0.052900659545641326,1.0,0.017031611625928506,1.0,0.06512203166580721,1.0,0.007343085979194863,,0.003164200451631377,,0.011476687851345799,1.0,0.010950333081289829,1.0
Charville_c001_v001_r001_reg048,68258.0,2696.0,0.4725519287833828,0.032640949554896145,0.020029673590504452,0.012611275964391691,0.15875370919881307,0.11646884272997032,0.15244807121661721,0.03857566765578635,0.01817507418397626,0.11980712166172107,0.3464391691394659,0.4725519287833828,0.020029673590504452,0.14814814814814814,0.3239950837032,0.3477315909363015,0.32495742145605,0.45231138318099134,0.034817312008701584,0.02967359050445104,0.37901498929336186,0.020289769253596435,0.07615150932681385,0.04478742141623312,0.4725519287833828,0.0,0.020029673590504452,0.0,-0.005093507574410849,,0.005106065639983504,,0.0015647984245949487,,-0.01673224282826713,,-0.010343049746032562,,-0.006288088249460026,,-0.12459498151766016,0.0,-0.03215271512511525,,-0.0002451856163006201,,-0.005613271478188256,,0.001432598514258858,
Charville_c001_v001_r001_reg051,68226.0,2405.0,0.3392931392931393,0.13222453222453223,0.06278586278586279,0.06943866943866944,0.05862785862785863,0.083991683991684,0.2648648648648649,0.12931392931392932,0.02494802494802495,0.0316008316008316,0.4041580041580042,0.3392931392931393,0.06278586278586279,0.019867549668874163,0.2992336673958037,0.3536572587990056,0.2735755780533636,0.3046899159583674,0.13821269457101215,0.1442827442827443,0.455761316872428,0.028909017214016616,0.027519068532965534,0.0685289523691635,0.3392931392931393,0.0,0.06278586278586279,1.0,-0.1273935825972733,0.0,0.07338825192346793,1.0,0.09832122243236502,1.0,0.027927413493778197,,0.011408473028535482,,0.00650940327535518,1.0,0.05383892144168714,1.0,0.003312246488632098,,0.0037074347842958807,1.0,0.004974127202144258,,-0.023102822344306134,0.0
